actor,predicted_rating
Laura Bell Bundy,0.1818477047100174
John McEnery,0.18182133491420266
Kitty Swan,0.18175650707286
Gabriella Wilde,0.18167434988124223
Margaret Mann,0.18157957187252433
Herbert Berghof,0.18153489669310247
Paul Anthony,0.18149999588030216
Danielle Trejo,0.1814945321762887
Edward Rigby,0.18138877263495684
Heather Alexander,0.18133796369020105
Viktor Rozhdestvenskiy,0.18125707446769887
Heather Hemmens,0.1811556107886325
Bethany Joy Lenz,0.18112722033898437
René van &apos;t Hof,0.1810828809180415
Chum Darang,0.18103142521764695
Isidore Aucoin,0.18097714684154004
Irina Martynenko,0.18095165404188993
Isak Férriz,0.1808980034390834
Vinnie Bilancio,0.18083790572415157
Miya Muqi,0.1808378392240595
Preeti Jhangiani,0.18083107037926216
Gwen Davies,0.1807433615062352
Keeley Hawes,0.18067737736874026
Thomas Cocquerel,0.18063055047358426
Samyuktha Menon,0.18054339838000527
Christopher Stone,0.18048426907072043
Elizabeth Berkley,0.1804688448316687
Barbara Feldon,0.18044956860681496
Hector Argueta,0.1804440612008312
Nicola Wright,0.18041408570447034
Melissa Dutton,0.18033286962669082
Mario Maurer,0.18029628526525893
Sebastian Stan,0.18005500130835242
Tzahi Grad,0.17998309016865327
Anne Kanis,0.17993615016714742
Latundra Billups,0.17978544277899416
Bentley Mitchum,0.17978055306340812
James Stuckey,0.17974925520833612
Rafique Ahmed,0.17970817355903226
Erin Richards,0.1796870370065827
Teresa Gimpera,0.17958662456305313
Lamorne Morris,0.1795853222008872
Rosey La Rouge,0.17955006510671315
Peyton List,0.17954358242895327
Bernardo Bertolucci,0.17952777869543884
George &apos;Gabby&apos; Hayes,0.17950872162301412
Paula Patton,0.17950131186432838
Natalie Minnevik,0.1795011253543829
Ezequiel Rodríguez,0.17949155120010432
Dong Fu Lin,0.1794311524561211
Simone Valentino,0.1792908378934439
Rochdy Labidi,0.179219355320432
Nikola Ristanovski,0.17920602574621777
Leslie Carlson,0.1791298783938228
Bernhard Bozian,0.17911600245873954
Maged El-Kidwani,0.17911212862776538
Farzin Sabooni,0.17906153474774217
Michael Clarke Duncan,0.17903746761024544
Mari Carmen Prendes,0.17902895722745266
Fabrice Abriel,0.17902857952075013
Craig Nigh,0.1789726717930185
Kim Su-an,0.1789686085680164
Ben Konigsberg,0.17892057392903632
Albert Bassermann,0.17890924840060882
Nickolas Grace,0.17889362710225507
Archie Kao,0.17876714190876816
Anne Kincer,0.17874839468022247
Michel Bouquet,0.17872687823335065
Boucot Fils,0.17855393890380178
Chatchai Plengpanich,0.17854965129408262
Demetrius Shipp Jr.,0.17853238477844766
Dar Salim,0.17845641286709824
Krissada Sukosol,0.17845153964627716
Roman Clark,0.1784287081499986
James C. Leary,0.17842824400629353
Marietta Marich,0.1784170169002473
Vic Carmen Sonne,0.17838424266710265
Dian Sastrowardoyo,0.1783356023085368
Maria Kowalska,0.178313226018301
Jeffrey Ngai,0.17817650712430347
Jeremy Waters,0.178164512945933
Chitose Kobayashi,0.17814931455859917
Macarena García,0.17814816579392873
Pierre Deladonchamps,0.17812832866212977
Tim Conway,0.17809738549472462
Lara Gilchrist,0.17804574167809478
Lana Baric,0.1780257112195837
Julia Louis-Dreyfus,0.17788824099529976
Diane Liebling,0.17786964885015022
Missi Pyle,0.17783515322199095
Stephen Shane Martin,0.17769368900471844
Ronnie Lewis,0.1776352926826698
Joan Staley,0.17759681023760404
Lane MacLeod Jackson,0.17756391353074358
Elvan Albat,0.17756269450328002
Tom Bonington,0.17752244641245624
Gianni Giardinelli,0.1773976684815201
Sofía Gala Castiglione,0.17734993252678322
Norm MacDonald,0.17734478398730588
Suzanna Son,0.17730435545243994
George Hamilton IV,0.17726755604275013
Lauren Drain,0.17724536836457763
Neil Peart,0.17720623392747875
Rieko Miura,0.17716767251964732
Deanna Durbin,0.17713208955240772
Nadine Lustre,0.17704712103261577
Joyce Van Patten,0.1770240219963638
Ray Salyer,0.17687576224838397
Ion Besoiu,0.17685877610899275
Kevin Fedarko,0.1768397735287936
Itsuko Kishimoto,0.1768328420801744
Zac Efron,0.17682985109842753
Alexander Bok,0.17679876647630346
Asante Jones,0.1767838429590409
Ryan McPartlin,0.1767784400994314
Mike Barnett,0.17674919417046037
Tom Cruise,0.1765656299786741
Gordon Mitchell,0.17652485037721022
Mayim Bialik,0.17650644060997048
Tye Sheridan,0.1763398223310431
Anil Altinoz,0.1762929667838367
White-K,0.17626379355610972
Alessandro Tiberi,0.17624228411685258
Arulnithi,0.176235021491607
Dwayne Johnson,0.1761834357612936
Felicity Kendal,0.17617767368851922
Evgeniy Papernyy,0.17614124470274972
Jan Tríska,0.17606965296281027
Edwige Fenech,0.17596101646177648
Álfrún Örnólfsdóttir,0.17591951454996485
Joseph M. Marshall,0.1759123225601738
Laura Mae Tate,0.1758991168533229
Nancho Novo,0.17578384893663415
Jessica Hynes,0.17577497239198184
Charles de Rochefort,0.1757613187511634
Elizabeth Saunders,0.1757523670995995
Sergey Martinson,0.17554919969137162
Mel Brooks,0.17541944819537392
Usha Naik,0.1754132101904891
Moon Sung-keun,0.17534490988435697
Hany Adel,0.17531630892966604
Robert Webber,0.17529230521858308
Amari Avery,0.17525991441312985
Jean Darling,0.17525238330768794
Marijane Meaker,0.17520614790896613
Shayne Topp,0.1751798726040542
Wataru Yamagawa,0.17499641669866237
Genesis White,0.174899776292761
Rade Markovic,0.17487307314902203
Robert Alda,0.17486086359105135
Larry Hagman,0.17476621116804836
Jonathan Winters,0.1746980397878617
Tammy Grimes,0.1746670195494264
Dwight Slade,0.17463618718506693
Mitzi Gaynor,0.17459495044906517
Gemma Arterton,0.1745924488572243
Boninho,0.17455326992583092
Jonas Mekas,0.17451352264448095
Martha Plimpton,0.17448913798922788
Phillip Chung-Fung Kwok,0.1744890563609963
Naunton Wayne,0.17444302566181993
Kai Greene,0.1744277268323783
Margo Harshman,0.1743968992292296
Wayne Brady,0.17431858627748514
Rosemary Theby,0.1742498209587015
Jonathan Banks,0.17423328908265573
Peter Mettler,0.17417809247161692
Felix Lobrecht,0.1741750388967788
Rod Steiger,0.17416181877801587
Jean-Claude Brialy,0.1741373074177377
Andrew Garfield,0.1740777738016323
Megan Purvis,0.1740634772033021
Laura Gemser,0.1739431007724742
Giorgos Armenis,0.1739326398142248
Manny Perez,0.17391457711914105
Erina Mano,0.17390812052800875
Angèle,0.1738575737923859
Jean-Claude Pascal,0.17385686166514966
Rick Wakeman,0.17383388213185746
Florence Guérin,0.17383046596798601
Tim Hetherington,0.17374121364641618
Mekia Cox,0.1737227121106859
John Barclay,0.17364359179355238
James Rolleston,0.1736242292298044
Gavin Thurston,0.17360502786506354
Damon Wayans,0.17359249482658015
Lauren Walsh,0.17356431947722287
Louise Blachère,0.17351460507625682
Ernest Borgnine,0.17347588524726376
Nadja Uhl,0.17342614524534689
Antonio Pitanga,0.1733227441391246
Autumn Reeser,0.17307978881479538
Alexander Fehling,0.17305337017394573
Everett Sloane,0.17305276251755838
Viktoriya Agalakova,0.17304700136540888
Sean Ian,0.17302661800384272
William H. Calvin,0.17300891986381245
Jon Landau,0.172978196441499
Malgorzata Hajewska-Krzysztofik,0.17297772319784452
Guoqiang Tang,0.17295464316606923
Katrina Kaif,0.17293869713994114
Hedy Burress,0.17290608514575703
Gil Birmingham,0.17288635911466674
Bret Easton Ellis,0.17288170926660007
Christian Vunipola,0.1728719727666869
Toshirô Yanagiba,0.17285569809640017
Shahz Jaszle,0.1727702328917387
Soni Razdan,0.1726328648484651
Zachary Quinto,0.17258076106292314
Gustav Lindh,0.17256027409443087
Michael Jandreau,0.17254462607448162
Peter Forbes-Robertson,0.17253456925511443
Crystle Stewart,0.17252320335091031
Thomas Acda,0.17250672022887817
Sophie Ellsberg,0.17248847014771276
Stephanie Leonidas,0.17244107721864846
Otto Kruger,0.1724166962300109
Freddy,0.17233741521528456
Hideki Sasaki,0.17231412266542273
Hannah Gordon,0.17224366889358905
Aldona Jankowska,0.17217851264943568
Nahman Ashkenazi,0.17216447145468183
Claudia Black,0.17214459873248258
Eric Stuart,0.17212015409212145
Jess Evardone,0.17208549447030075
Anne Seier Hansen,0.17201552674784568
Isao Hashizume,0.1720047144420832
Kevin Spacey,0.1719982470224955
Karin Field,0.1719489642202996
Corrado Balducci,0.17193267187166958
Olga Tudorache,0.17189185891785191
Sydney Park,0.1718195397661745
Nejat Isler,0.1717187642491815
Eric Gurry,0.17170584105023304
Hameed Sheikh,0.17167140064863193
Polina Nioly Pushkareva,0.17163867859123558
Vivien Ciskowski,0.17161644910092902
Oscar Isaac,0.17159211329470417
Stephen Ramsey,0.17158474740415963
Natalya Bondarchuk,0.17156566527726386
Pablito Calvo,0.17156219483875793
Tyler Roberds,0.17155787030738037
Delhi Ganesh,0.1715097961517028
Anny Papa,0.17149199976046817
Linda A&apos;Roraha,0.17147001827310246
Sue Kiel,0.1714569677308507
Otar Koberidze,0.17144961521832666
Robert Downey Jr.,0.1714200937796484
Lars Ekborg,0.17141222657491453
Jake Weary,0.171366622512544
Marian Opania,0.1713502911037741
Will Hay,0.17131364729227788
Johnny Cash,0.17128643429959242
Frédéric Papalia,0.17128484713149955
Suzanne Somers,0.17120147420556028
Dragana Kostadinovska,0.17093348896223562
Bob Dennis,0.17089576858758943
Phil LaMarr,0.170889740343114
Paul Le Mat,0.17082871618705633
Josie Ho,0.17076216221805535
Tyler Johnston,0.17074385136393908
Margaret Anne Florence,0.17073081193386905
Cornelia Gröschel,0.17068872643237873
Sophia de Mello Breyner Andresen,0.1706814964246896
Beans Morocco,0.17063399789330652
Fui-On Shing,0.17060903151386161
Edmond Mercier,0.17060626307098106
Felix Kramer,0.17056746241417425
Kyle Stewart,0.17056154167395954
Taylor Lyons,0.1705523054845653
Paul Goldberg,0.1704970039902335
Tony Sperandeo,0.17049032071929063
Oto Brantevics,0.17043529102447527
Alfie Bass,0.17042960985670802
Mark Adair-Rios,0.17042155248882718
Manuela Velasco,0.1703824992725523
Monty Woolley,0.17035377673931923
Rip Torn,0.1703499625898683
Darren Earl Williams,0.17030562425055137
Pete Adeney,0.17028143413618443
Peter Rodger,0.17017352510504913
Natalya Egorova,0.1701513049746294
Ulrich Mühe,0.1701096339267592
Steve Diasparra,0.17006028315479552
Kathryn Kohut,0.17005339575267567
Frank Mentier,0.1700443094325216
Darlene Love,0.17000063661602352
Damian Joseph Quinn,0.16992406617313272
Hélène Chanel,0.16991573741941196
Esther Purves-Smith,0.169698790473479
Adam Green,0.16961476263626382
Courtney Akbar,0.1695350689244287
Glenn Plummer,0.1695273651004025
Ethel Barrymore,0.16950989275624326
Jeremy Sumpter,0.1694819569731505
Liam Redmond,0.16946973249222544
Mako,0.16940847809704665
Bongkoj Khongmalai,0.16939192001384182
Gizela Piotrowska,0.16935815193355142
Christian Kane,0.16916045017198625
Werner Herzog,0.16909501570929822
Olivia Pascal,0.16903768389488882
Marcel Iures,0.16903476652074703
Carmela Hayslett,0.1689984831842928
Yûko Hosoe,0.16899622261608963
Kristy Swanson,0.16896354463223406
Peter Haber,0.16895861089686828
Dave Foley,0.16883937311158004
Rudolph Bilotti Sr.,0.16881439936587703
David Browne,0.1687333051741589
Maggie Fox,0.16866599798731294
James Fleet,0.1686165533998831
Billy Lush,0.168614870831248
Eli A. Smith,0.16858097458976476
Fatih Al,0.16857547161137468
Paul Ashcroft,0.1685694911263723
Jean Rochefort,0.1684557510774289
Khalifah Ali Al-Akili,0.16839528436734458
Macit Koper,0.16835387262995935
Maria Friedman,0.16833379558651398
Lidia Quaranta,0.16821486835939956
Lee Re,0.16816333098908814
Gastone Renzelli,0.16815407357638937
Millicent Martin,0.16807173542051765
Marc Clotet,0.16805669213993207
Jack MacGowran,0.1679744814093622
Rajisha Vijayan,0.16797333828491837
Reza Bakhtiarinik,0.16791391179380818
Courtney Hay,0.16788182353422113
Thea Austin,0.16786661262639416
Douglas Mwonzora,0.16784892435620807
Piotr Fronczewski,0.1677856689028297
John Brent,0.16777064181098736
Isidro Puig Boada,0.16766725868146504
David Van Tieghem,0.16760873271500712
Jason Connery,0.1675797638297361
Ruth Geller,0.16755741601945803
Roy Haylock,0.1675530847027402
Masanobu Takashima,0.16745441449045706
Park Jeong-min,0.16745096841205812
Jianbin Chen,0.1674345642739547
Caitlin FitzGerald,0.16740392850386102
Meredith Salenger,0.16738626272746293
Jimmy Sturr &amp; His Orchestra,0.16736753931906195
Malavika Nair,0.16728366522752028
Richard Lynch,0.16724947235973017
Thierry Rode,0.16724773180834246
Sergi López,0.16723568275705797
Jean-Marie Combelles,0.1671259976196765
Murwarid Abdiani,0.16710069686048992
Sean Orr,0.16707895918022508
Michael Goodwin,0.16707496394661558
Robert Hansen,0.16699968017570777
Michael B. Jordan,0.16685357376023602
Qais Attaallah,0.16684884130969355
Ray Cooper,0.1667898948050992
Jinmai Zhao,0.16677017395879284
Shakti Kapoor,0.16672608920688042
Mario Castañeda,0.16671275156059587
David Neale,0.16671067702820663
Patrick Barnes,0.1665389374020082
Carine Crutzen,0.16653016676727017
Marianne Verville,0.1665185521154469
Mira Furlan,0.1664539026630912
Agniya Kuznetsova,0.16639320161488755
Öznur Serçeler,0.16631221347302708
Meg McGarry,0.16608317082790408
Ko So-young,0.1659981176000081
David Essex,0.16599557159698536
Josie Bissett,0.16599347323957447
Mónica Del Carmen,0.16575686097021633
Kostya Panov,0.16562512207771118
Yuliya Chernova,0.16561200843713064
Trudie Styler,0.16557396608704675
Craig Roberts,0.16557085809483454
Forrest J. Ackerman,0.16555648049448884
Märt Avandi,0.1655294369161045
Jenny McCarthy-Wahlberg,0.16544975487078314
Jada Pinkett Smith,0.16542176422179974
Dave Willis,0.16540633195305549
Jon Lovitz,0.16536286895498417
Lotte Lenya,0.16536008596017235
Porgy Franssen,0.16533956000098846
Greg Cipes,0.1652183848826635
Bracha van Doesburgh,0.16519436964651116
Louise Delos Reyes,0.16516633287994056
Karolina Ostrozna,0.16516334430433427
Bill Pullman,0.1651584947911127
Marjorie Reynolds,0.16514204725452705
Giancarlo Prete,0.16513045996232156
Patricia Heaton,0.1651242950315866
Martha Higareda,0.16505985693950345
Nick Baldasare,0.1650583822710095
Maria Pehipol,0.1650034526260315
Masao Wakahara,0.1649971527837523
Tatyana Skorokhodova,0.16492745263202713
Ann Dvorak,0.16485710002234705
Ocean Ramsey,0.1647714926116949
Pierre Louis-Calixte,0.16474047437664766
Giuliano Dego,0.16469594512689306
Yang Hao,0.16466814383619466
Drew Haytaoglu,0.16463619327715356
Stig Fransman,0.16463049558054124
Paul Lukas,0.16456827300885737
Miyavi,0.16450987331774228
Nina Jablonski,0.16448985133891525
Sorcha Brooks,0.16448617412075525
Margarita Kosheleva,0.16443310429015048
Janet McTeer,0.16439007523154198
Cecile Bagdadi,0.16438651132667717
Nicholas Galitzine,0.16435987322413864
Nikola Simic,0.1643421925074381
Alexis Abrams,0.16424687091326767
Giuseppe Ieracitano,0.16421934552876974
Yutaka Nakajima,0.1641733523641658
Ruth Bromberg,0.16414006940169965
Ken Wahl,0.16409765468245077
Francesca Romana Coluzzi,0.16406549290478534
Tanya Gomez,0.16403859583155184
Kathy Gagno,0.16400619513658451
Pilou Asbæk,0.16395997340068785
Mici Haraszti,0.16395526620923906
Adam Mediano,0.16394336156302622
Asin Thottumkal,0.16392117751084057
Chelsea Ricketts,0.16387021255227266
Oleg Fomin,0.1638657743634251
Taraji P. Henson,0.16384653467896615
Keiko Yokozawa,0.16376919562296038
Ennio Girolami,0.16376243359687062
Thomas Glover,0.16374711227564845
Shirley Rumierk,0.1637396402868654
Sylvie Blaustein,0.16368883558653619
Luca Argentero,0.1636667424289742
James Broadhurst,0.16366262732313025
Bob Duff,0.16347438079994417
Girts Jakovlevs,0.16334284204264476
Paolo Carlini,0.16324539102468383
Adriano Celentano,0.1632186920307036
Jay Chen,0.1631995775108091
Ekaterina Vilkova,0.16317414121983592
Lily-Rose Depp,0.1631384300195593
L. Scott Caldwell,0.1631382940085592
Kim Sill,0.1631111675531299
Lawrie Brewster,0.163025327212795
Edouard Baer,0.162997767616886
Jessica Huntley,0.16298144403578632
Andrew Robertson,0.16290241152750132
Hailu Qin,0.16289947390901094
Reshma Shetty,0.16289332208300009
Jane August,0.1627756323068781
Merel de Zwart,0.16270479064256188
Julie Christie,0.16259528396618367
Epp Eespäev,0.1625272946391477
Debi Mazar,0.16247461833642732
Preity G Zinta,0.16247394772554608
Lívia de Bueno,0.16246219995451036
Maricar Reyes,0.16239322316222146
Tony Jaa,0.16238349316520317
Joe Gatto,0.1623439980927969
Duane Weber,0.16232232226076626
Orane Demazis,0.16230148121652166
Clu Gulager,0.1622523411236252
Kanako Higuchi,0.16212456035199482
Aboubakr Bensaihi,0.16211887540080047
Hans Henrik Wöhler,0.16209406702728194
Carolyn Bracken,0.16207356821127852
David Farrar,0.16204445421333644
Jimmy Fallon,0.16203932081367134
Helen Martin,0.16193283547227205
Eun-Taek Hong,0.16184068274435773
Robert Morley,0.16182670155689655
Yoshimi Kondou,0.16175955775508413
Izabella Miko,0.16172830678051509
Tony Asher,0.16169695032470233
John Dullaghan,0.16164143313480972
Gabriel Almirón,0.16162339850083823
Tawfeek Barhom,0.16160808471436947
Jean Ségani,0.16156947877961805
Niels Arestrup,0.16155839719636983
Mateusz Damiecki,0.161462985989067
Anna Hutchison,0.161332978375563
Guillermo Llansó,0.1613193701179466
Sierra McCormick,0.16130831384566374
Charles Grodin,0.16125444834173816
Nikolay Boklan,0.16124697559289144
Jesper Christensen,0.1611881268662743
Jenna Dewan,0.1611786665087647
René Navarre,0.1611290514578155
Bonnie Somerville,0.1610101039402644
Lisa Blount,0.16096637072740186
Tony Randall,0.16094635777802394
Elise Greig,0.16094213019800613
Dexter Fletcher,0.16089511191351058
Chris Reid,0.16087982758111175
Ranvir Shorey,0.16087419318015628
Aiko Beemsterboer,0.1608014651569829
Paco Martínez Soria,0.16078438570825063
Jean-Michel Frodon,0.1607750881494812
Mackenzie Davis,0.1607519918551195
Edmond Van Daële,0.1606874962328814
Filipp Avdeev,0.160633403610658
Judith Light,0.1605747308457085
Adel Emam,0.16030238844817
Helen Westcott,0.16023644206800416
Katherine Crawford,0.16015699204719352
Eugene Lipinski,0.16014957636477636
Kim Evenson,0.16014783569285523
Carol Perry,0.16013361917756608
Gérard Blain,0.16007755689842668
Sandra Idubor,0.16004109868458719
Yu-Hang To,0.1600224253174979
Max Marchardt,0.15999709400902276
Ben Stiller,0.15999480560590443
Kaila Amariah,0.15997660831398916
Grace Smith,0.1599650708790694
Algenis Perez Soto,0.15993353177786185
Shin Eun-kyung,0.15988985650856077
Jacques Sernas,0.15986503160855514
Andreas Vitásek,0.15977840410781172
Treg Brown,0.15976503108146542
Geneviève Grad,0.15975122571958228
Julio Diaz,0.15973520792536738
Ernest O&apos;Donnell,0.1596600338943288
Nicola Correia-Damude,0.15954483088837293
Bella MacDiarmid,0.1594525533781286
Leslie Mann,0.15938370595231424
Michael Sirow,0.15933600244222837
Efrat Boimold,0.15920570748947116
Greg Coolidge,0.15920433480857651
Enid Cafritz,0.15917297627228028
Matt Barr,0.1591584668404659
Anne Arthur,0.15910507064744933
Gabe Girson,0.15904490192726656
Bernard Verley,0.1589745827580819
Robert Patrick,0.15887424441942363
Christopher Martin,0.15882114074361475
Merlee Shapiro,0.1588179263795614
Kazuya Moriyama,0.15869372493624537
Ekaterina Teyze,0.15865856829553007
Charles Trowbridge,0.15864841039555333
Bill Katz,0.1586152078296854
Bob Costas,0.15857534635105872
Chris DeRose,0.15850876675140407
Marcos Pomar,0.15833437226124455
Hamad Almutaani,0.158312345515332
Arianna Nastro,0.15829415052056928
Sophie Marceau,0.1582587355315061
Camille Japy,0.15825260243024974
Rebekah Hynes,0.15815805287664655
Raffiella Chapman,0.15815123912998114
Eduard Artemyev,0.158118842384967
Shen Yue,0.1581108182624599
Joan Blondell,0.15794332283291912
Angelica Lee,0.1579341918857679
Freddie Mercury,0.15788880033531658
Andrew Keir,0.1578865091341727
Philippe Rebbot,0.157878812313675
Camille De Pazzis,0.1578509919797915
Darleen Asevedo,0.15783991930564711
Colin Paradine,0.15777700418287163
Beby,0.15777642522431434
Robert Price,0.15773975146717298
Robert Wieckiewicz,0.15764803532537539
Deidre Harmon,0.157640184379796
Yada Beener,0.1576232915108508
Lukas Miko,0.15753640619916595
William J Howard III,0.15751155837626252
Sunny Pawar,0.15748722361405207
Antoni Gaudí,0.15748522775987228
Last Horse,0.15747080946706446
James Hong,0.15743849202231347
Bobby Driscoll,0.15742607600248076
Madison Iseman,0.1574166848448585
Robert,0.1573891834368342
Arthur Wontner,0.1573821373743589
Thor Braun,0.1573665509116109
Luke Carroll,0.15728841125069523
Sophie Turner,0.15724239008798904
Kevin Janssens,0.15719859930571028
George Lazenby,0.15708081487029715
Richard Johnson,0.15705279763457689
Oleg Fandera,0.15703952038033955
Geno Walker,0.1569600469362837
Carice van Houten,0.15694565682654918
Lous Hensen,0.1569395981601574
Mariangela Melato,0.15687939702997963
Winnie Markus,0.1568130153520318
Christina Nuki,0.1567790389018412
Bindhu Madhavi,0.15676700845820526
Kristen Connolly,0.1567314076780097
Ivan Soares,0.1567058000767834
Joel Gallen,0.15669293711131846
Vili Saarela,0.1566662170474513
Viktor Khorinyak,0.15665173990951575
Edward Gutierrez,0.15660978679698814
Ruth Gordon,0.15658362261431982
Cynthia Erivo,0.1565657693770232
Claude Lelouch,0.15656105061323314
Lee Jung-hyun,0.1565011930930901
Chikage Awashima,0.1563146828533385
Ben Masters,0.15623950869771777
Salwa Khattab,0.15622707748609252
Martin Hewitt,0.15619359135434627
Jimi Stanton,0.15617129567061222
Kathryn Harrold,0.15603880789479752
Demick Lopes,0.15599735787260532
Marion Burns,0.1559935045280065
Sam Elliott,0.15589281538217484
Elliott Crosset Hove,0.15586191995147658
Elizabeth Rodriguez,0.15582930728112546
Louise Wong,0.15570379401188372
Anatoliy Belyy,0.1556539648561881
Ron Bailey,0.15564220392273145
Annabella Levy,0.15559860347934262
Luigi Luca Cavalli-Sforza,0.15545934137375655
Kôsuke Toyohara,0.15544849743763742
Vira Silenti,0.15543134035851766
Geraldine Chaplin,0.1554017904980717
Anamaria Marinca,0.1553890599292587
Jung Seung Bae,0.15537569169394816
Massimo Marinoni,0.15531440093325777
Rachel Shenton,0.15529793678207726
Pedro Diogo,0.15528765239509582
Wilma Elles,0.15527118745531276
Denise Tual,0.15525918682647172
Barry Stokes,0.15524392689976127
Leighton Meester,0.1552224526627687
Michael Redgrave,0.15514832646943014
Jerry Spicer,0.15513537241901126
Mario Laval,0.1551250733024392
Esme Percy,0.15512133647398083
Ernie Fosselius,0.15511847808105203
Mim Shaikh,0.15507661543943485
Nao Ômori,0.15496343402133816
Ruth Roman,0.15492726769276252
James Cotton,0.15492219859362447
María Valverde,0.15488300695258125
Scott Brady,0.1548286553033894
Dorothy Jordan,0.15480715859944189
Dayanara Torres,0.15479612947576704
Danila Kozlovskiy,0.15472565396425692
Marina Confalone,0.1547195008941228
Dubi Gal,0.15449131810203343
Bruce Gray,0.1544772185974691
Bulut Aras,0.15445193960702475
Christine Baranski,0.15420860235131784
Chintara Sukapatana,0.15419869932386027
Paul Drummond,0.15414912511891413
Jesse Rosen,0.15413383702692002
Gena Rowlands,0.15412031340948726
Deborah Raffin,0.154085817968832
Françoise Blanchard,0.1540366742956708
Laura Trotter,0.15403259618363596
Katja Herbers,0.1540125567067388
Walter Chelstowski,0.15394816985291918
Evgeniya Dmitrieva,0.15392680296004277
Ted Duran,0.15392432539492634
Craig Hill,0.15385542900963567
Ahmed Best,0.15382483369661928
Gaddo Bacchini,0.15381689230642145
Sophie Mousel,0.15377660032029045
Sergey Bezrukov,0.15377304496060332
Drew Waters,0.1537308080304484
Clarke Peters,0.15371787237974419
Michael Nouri,0.1537148854390392
Chris Finkel,0.15368516158605303
Carla Borelli,0.15368137437186052
Nick Pickard,0.15363819315051863
Sophie Duez,0.15353036126828384
Craig Welzbacher,0.15343523180740423
Wiley Wiggins,0.15327458372647496
Louis Gonzales,0.1532628683797374
Ran Khalil Danker,0.1532573215951218
Alison Skipworth,0.153249768941982
Bella Padden,0.153245416678032
Laura Ortiz,0.15317560751395515
Hannelore Elsner,0.15315929008350712
Sharad Jadhav,0.153149546067516
Amy Aniobi,0.15309852953031805
Billie Whitelaw,0.15309284520107722
Ulla Bergryd,0.15306673771677115
Hallie Eisenberg,0.1529239799415097
Aldo Canti,0.15291828567049054
Nina Foch,0.15290072121576023
Clark Howat,0.1527296212577812
Brenda Fricker,0.15265770105404414
Harumi Kiritachi,0.15263348072180508
Ade Sapara,0.1526094543743304
Marino León de la Torre,0.15260129579317935
John Loder,0.15253378974868775
Lixun Xie,0.15250344917837438
Honami Satô,0.15248319507447963
Robert Sterling,0.15248139965682858
Kevin Eldon,0.15243976545625174
Paulina Abarca-Cantin,0.1522907067341465
Dave Fife,0.1522613252899858
Sanae Loutsis,0.1522313831183274
Sebastian Zimmler,0.15222718149111975
Sadie Frost,0.15220586268449945
Rica Matsumoto,0.15220509272644325
Saburô Date,0.15204378875657823
Woseser Tsering,0.1520331401041287
Nick Stahl,0.15197545664290468
Betsy Brantley,0.15194381191597392
Giuliana de Sio,0.15172261851750637
John Mills,0.15172172875713122
Fernand Charpin,0.15171399598347715
Kerbie Zamora,0.15171217554024238
Dmitriy Podnozov,0.15165572365883456
Matthew Scully,0.1516033139554017
Emilia Fox,0.15157095813591587
Bobby Barnes,0.15153622426932753
Corey Sevier,0.15150090736674643
Maggie Q,0.15147842945243584
Prince,0.15146061778553155
Kim Si-Ah,0.15141519219939562
Aaron Poole,0.151386886962152
Bradford Dillman,0.15133976208964142
Ben Miller,0.1513189930862148
Rifka Lodeizen,0.1513142286598533
Tien-Chi Cheng,0.1512511448473785
Andrew Hewitt,0.151222011383233
Danny Thomas,0.15122054970546103
Christopher Reid,0.15120516363777423
Steven Brand,0.15109598311022995
Gard B. Eidsvold,0.15108699018940683
Franco Borelli,0.15108435813600168
Kelly Stacy,0.15101038973081934
Jessica Anderson,0.15093680006814536
Marjorie Rambeau,0.1509010656179669
Irina Antonenko,0.15089822431203015
Cruz Novillo,0.15089601416495882
Makiko Esumi,0.15089026768299488
Daphne Ashbrook,0.15085050302350098
Kyle Chandler,0.15083344236954757
Aasha Davis,0.15082551959575788
Claude Hulbert,0.15079719392014768
Spike Milligan,0.15075337649896745
Edward DeRuiter,0.15071646747375222
Craig Robinson,0.15069416855460835
Michael Wiseman,0.15064874737187608
Ilkay Saran,0.15064841222341355
Vonnie Beraner,0.1505824359654596
Aubrey Plaza,0.1505571736389351
Wirgiliusz Gryn,0.15044801097098412
Maria Celeste Arraras,0.1503830313966991
Judy Marte,0.15033868679362
Kim Dong-Won,0.15030546622738694
Nicola Peltz Beckham,0.15029645141037742
Jorge Clemente,0.15028781102689615
Al Albrecht,0.15026806131509932
Dawn Wells,0.15025098092418065
Lyubov Vorozhtsova,0.15009904140405322
Mary Wascavage,0.14999711792965872
Edgar Barrier,0.14992897825938042
Pablo Schreiber,0.14991017383985575
Christopher Cary,0.14989126500811767
Antonio Catania,0.14986435672721907
Ted Brady,0.1498384419396612
David Ramsey,0.14983479857687906
Monia Chokri,0.14981110377037946
Dimitris Kitsos,0.14974587565315192
Teo Teocoli,0.149658999245181
Brad Swaile,0.14958477988731367
Luigi Ciardo,0.1495399242294273
Megan Follows,0.14953847468750203
Ana Reeder,0.1495250822855953
Laura Dern,0.14950794038428838
Gary Davis,0.14949429125715866
Barry Pepper,0.14932359655481617
J. Kenneth Campbell,0.14926066687810632
Fritz Lang,0.14918186218894292
Lance Gross,0.14911934127287238
Ivan Stebunov,0.1490891708748165
Xavier Dolan,0.14905726787528784
